Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,review_length
3535,Parkhiker,5.0,the card was perfect bought it for my virgin moble smart phone as it only had a  gig card in it their geek squad told me i needed a larger card as my memory to download applications was almost out only had  dowloads on it after purchasing and inserting the expensive card i got the same screen can not download applicationas memory is almost filled turned out the memory card has no bearing on applications being downloaded they are stored on internal built in memory seems the phone i was suggested to purchase only has  gigs of internal memory was not told to me when i got it,,249,0,1,1,-1,0.0,0.0,578
3536,passionislife,2.0,after i inserted the micro sd card to the adapter i can no longer removed it from the adapter it was stuck inside the adapter permanently i definitely received a defective item i also read a lot of reviews saying this card have bad sectors another while i was transferring from my computer the transferring of files suddenly stopped and said there was an error sandisk s quality control department should up their game they re selling products to the general public that are defective and flawed not all of them but a lot of them it s just not me i also read a lot of reviews saying the card they got were also defective,,744,0,0,0,0,0.0,0.0,620
3537,Pat F.,4.0,it could just be my phone a galaxy s but i have this microsd card in my phone and a  gb microcenter version in my wife s phone and the  th version benchmarks faster than this card not by much but it is slightly faster again this could just be my phone one thing i do have a problem with is the fit of the microsd card in the holder adapter it is a very tight fit if i put the card in a different holder adapter it slides in and out with out problem the one it came with really holds onto the card,,721,0,0,0,0,0.0,0.0,496
3538,"Patrice Lumarque ""mastapat""",4.0,this works great on my galaxy s right out of the box and its faster then the old gb card i used to have,,489,0,0,0,0,0.0,0.0,103
3539,"Patricia Elker ""Trish""",5.0,received the product in  days even though it was shipped with free shipping with a number of other items using it for my new cell phone to store pictures movies etc and moved everything from my old phone with a mobile reader also purchased with this item everything worked flawlessly,,910,0,0,0,0,0.0,0.0,283
3540,"Patricia Young ""bear""",5.0,this disk is great really fast read and write no lag time at all using it with go pro black also comes with an adaptor that fits in your computer,,405,0,0,0,0,0.0,0.0,145
3541,Patrick Cantrell,5.0,extremely easy install for samsung galaxy tab  gives me fast easy storage for movies and games everything you could want from a micro sd,,190,0,0,0,0,0.0,0.0,136
3542,Patrick D,5.0,with a little work this card is an excellent way to inexpensivly upgrade the storage space on your surface rt or surface pro all you need to do is reformat the card as ntfs and add a virtual hard drive done in disk managment once that s done you have an extra gb of space for very little money,,666,0,0,0,0,0.0,0.0,293
3543,Patrick,5.0,worked in my verizon samsung galaxy s didn t need to format plugged it right in and worked instantly great capacity not the fastest transfer rate went about  mbps loading all the files onto it music mostly,,670,0,0,0,0,0.0,0.0,205
3544,Patrick J Bell II,5.0,i used these in a home brew project where speed was a major driving factor i used two of these in a raid adapter and they were just awesome,,584,0,0,0,0,0.0,0.0,139
3545,Patrick O'Donnell,5.0,did exactly what i expected not worth spending a ton of money on one of these this gets the job done without any issues,,32,0,0,0,0,0.0,0.0,119
3546,Patrick Petitjean,1.0,rec and was happy good price but we get want we pay for the scan dic would no por matt,,666,0,3,3,-3,0.0,4.868360917120224e-17,86
3547,Patrick Q.,5.0,i noticed that i was constantly running out of space on my smartphone i checked the sd card and it was a gb but was about  full with pictures music and applications that i downloaded over time i decided to get a bigger sd card for the phone i researched online and found that my phone will support a gb card so i bought this one works great all i had to do was copy and paste via my computer all the information from the old sd card ot this one my smartphone picked it up right away and i didn t lose anything and now i have twice as much room i think the only thing i had to reset was my ring tones because the wave files i was using were on my old sd card and somehow the link between ring tone and file didn t match up but other than that everything else worked fine,,629,0,0,0,0,0.0,0.0,769
3548,"Patrick S. Armstrong ""armstr54""",5.0,this is a well manufactured memory card which keeps up with demanding a v transfer rates after  days of heavy usage i ve had no issues whatsoever,,675,0,0,0,0,0.0,0.0,145
3549,Patrick Vu,5.0,i ve had this for about a week now and so far no problems due to my laziness i didn t do a lot of research beforehand and didn t find out about the problem these cards had with the galaxy s which is the phone i have until after i had bought the card apparently the cards kept unmounting themselves even if you remounted it in the settings fortunately sandisk caught wind of the problem a couple months ago and fixed it so kudos to them,,391,0,0,0,0,0.0,0.0,435
3550,Patsy L. Alexander,5.0,i used this in my samsung galaxy tab   and transfer rates are pretty good when going straight through usb it does act a little peppier however when plugged straight into a card reader,,524,0,0,0,0,0.0,0.0,183
3551,patti m. shute,5.0,great fit and works great fit right into my phone without any problem just like one i would have gotten from their store but cheaper on here amazon,,756,0,0,0,0,0.0,0.0,147
3552,Paul B,5.0,i got this for my elph  hs camera amazing capacity for such small size i also got the adapter so that i could download all the photos directly and quickly into my computer without needing a cable,,188,0,0,0,0,0.0,0.0,195
3553,Paul Castillo,1.0,item i ordered was gb it listed it on the card but this was tested and at most was gb and very oldi would steer far away from sandisk sold online unless it is in original packagingi returned it for a full refund and reordered and oem gb card from samsung,,426,0,0,0,0,0.0,0.0,254
3554,Paul Gillotte,5.0,fast delivery good speeds and good price make this a good micro sd to buy got pretty nice speed considering im using a kinda crappy mobo and older usb slots,,704,0,0,0,0,0.0,0.0,156
3555,Paul Hartley,5.0,i held off on rating this item until i had a chance to evaluate its performance i am glad i made the purchase this memory card is just what i needed it has given me a steady and strong performance the access time to games and photos is very acceptable as to the unspoken problems with the galaxy s i have not had a problem at this point my card has not dismounted nor have i experienced any failure on the memory cards part,,3,0,0,0,0,0.0,0.0,423
